pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,cb_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
K2-190 c,1,1,2,Transit,1,0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,21.574023,0.00573,-0.004302,0,,,,,1.093,0.152,-0.092,0,,,,,,,,,,,,,,,,,27.966545,4.622085,-10.014724,0,0.01099,0.001,-0.00061,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5631.0,50.0,-50.0,0,0.91,0.1,-0.06,0,0.9,0.03,-0.04,0,-0.19,0.08,-0.08,0,,,,,4.38,0.1,-0.1,0,,,,,,,,,,,,,2018-02-14
K2-84 c,1,1,2,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,27.86,0.0052,-0.0052,0,0.1768,0.0043,-0.0043,0,2.03,0.32,-0.32,0,,,,,,,,,25.3,7.2,-7.2,0,,,,,,,,,0.0198,0.0017,-0.0017,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5652.0,154.0,-154.0,0,0.93,0.12,-0.12,0,0.95,0.07,-0.07,0,,,,,,,,,4.48,0.09,-0.09,0,,,,,,,,,,,,,2016-07-14
WASP-118 b,1,1,1,Transit,1,0,0,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,4.0460435,4.4e-06,-4.4e-06,0,0.05453,0.00048,-0.00048,0,16.141,0.404,-0.404,0,0.514,0.02,-0.02,0,0.0,,,0,,,,,1729.0,36.0,-36.0,0,6.92,0.107,-0.104,0,,,,,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,F6,6410.0,125.0,-125.0,0,1.7,0.03,-0.03,0,1.32,0.04,-0.04,0,0.16,0.1,-0.1,0,,,,,4.1,0.01,-0.01,0,1.17,5.72,-0.75,0,9.68,1.14,-1.14,0,6.12,1.11,-1.11,0,2016-09-06
K2-343 c,1,1,2,Transit,1,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.676972,1.2e-05,-1.2e-05,0,,,,,2.02,0.1,-0.07,0,,,,,,,,,,,,,465.0,7.0,-7.0,0,26.11,1.88,-5.92,0,0.0402,0.0019,-0.001,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3804.0,93.0,-74.0,0,0.46,0.01,-0.01,0,0.49,0.01,-0.01,0,-0.1,0.18,-0.25,0,,,,,4.8,0.01,-0.01,0,,,,,,,,,,,,,2021-08-23
K2-149 b,1,1,1,Transit,1,0,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,11.332,0.0013,-0.0013,0,0.083,0.0027,-0.0027,0,1.64,0.2,-0.18,0,,,,,,,,,7.0,1.6,-1.6,0,,,,,34.3,3.7,-7.9,0,0.0264,0.0018,-0.0012,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M1.0 V,3745.0,70.0,-70.0,0,0.57,0.06,-0.06,0,0.59,0.06,-0.06,0,0.11,0.12,-0.12,0,-1.31,0.088,-0.11,0,4.71,0.05,-0.05,0,,,,,,,,,,,,,2018-02-01
K2-43 c,1,1,2,Transit,1,0,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,2.198884,2.2e-05,-1.1e-05,0,,,,,2.42,0.26,-0.11,0,,,,,,,,,,,,,1093.7,43.9,-21.5,0,5.9,0.36,-0.18,0,0.02319,0.0013,-0.001,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,3840.6,98.8,-49.5,0,0.54,0.05,-0.02,0,0.57,0.11,-0.06,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-09
K2-42 b,1,1,1,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6.68796,0.00093,-0.00093,0,0.0617,0.0013,-0.0013,0,2.15,0.24,-0.24,0,,,,,,,,,44.1,6.3,-6.3,0,,,,,,,,,0.0304,0.0028,-0.0028,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4613.0,71.0,-71.0,0,0.64,0.04,-0.04,0,0.7,0.05,-0.05,0,,,,,,,,,4.66,0.05,-0.05,0,,,,,,,,,,,,,2016-07-14
K2-57 b,1,1,1,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,9.0063,0.0013,-0.0013,0,0.0746,0.002,-0.002,0,2.1,0.25,-0.25,0,,,,,,,,,24.1,4.3,-4.3,0,,,,,,,,,0.0308,0.0028,-0.0028,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4434.0,61.0,-61.0,0,0.62,0.05,-0.05,0,0.68,0.06,-0.06,0,,,,,,,,,4.68,0.05,-0.05,0,,,,,,,,,,,,,2016-07-14
K2-125 b,1,1,1,Transit,1,0,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,21.750264,0.00199,-0.001957,0,0.121,0.004,-0.005,0,2.18,0.19,-0.18,0,,,,,0.08,0.161049,-0.066906,0,2.0,0.3,-0.3,0,,,,,63.31,5.01,-5.68,0,0.04981,0.00189,-0.00169,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3654.47,99.56,-92.33,0,0.4,0.03,-0.03,0,0.49,0.05,-0.06,0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-03
K2-114 b,1,1,1,Transit,1,0,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,11.3909311,3.4e-06,-3.4e-06,0,0.0943,0.0014,-0.0012,0,10.447,0.347,-0.347,0,2.01,0.12,-0.12,0,0.081,0.031,-0.03,0,40.0,3.3,-3.1,0,701.0,14.0,-14.0,0,24.63,0.67,-0.65,0,0.1163,0.0014,-0.0016,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,4920.0,68.0,-69.0,0,0.82,0.02,-0.02,0,0.86,0.04,-0.03,0,0.41,0.036,-0.037,0,-0.445,0.037,-0.038,0,4.54,0.03,-0.03,0,7.2,4.3,-4.5,0,,,,,,,,,2022-02-15
K2-32 b,1,2,4,Transit,1,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,8.992,8e-05,-8e-05,0,0.0795,0.00066,-0.00062,0,5.299,0.191,-0.191,0,0.0472,0.00566,-0.00535,0,0.03,0.032,-0.021,0,,,,,837.0,13.0,-14.0,0,19.86,0.65,-0.59,0,0.05642,0.00071,-0.00066,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.06,0.03,-0.03,0,,,,,4.49,0.03,-0.03,0,,,,,,,,,,,,,2021-05-17
K2-401 b,1,1,1,Transit,1,0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,6.293099,0.000571,-0.000707,0,,,,,2.262,0.209,-0.192,0,,,,,,,,,,,,,,,,,20.97,3.0,-2.66,0,0.0306,0.002,-0.002,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4213.0,138.0,-138.0,0,0.68,0.05,-0.05,0,0.87,0.4,-0.27,0,-0.098,0.235,-0.235,0,,,,,4.72,0.15,-0.15,0,,,,,,,,,,,,,2022-03-16
K2-63 c,1,1,2,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,25.4556,0.0047,-0.0047,0,0.189,0.011,-0.011,0,3.9,1.2,-1.2,0,,,,,,,,,139.0,88.0,-88.0,0,,,,,,,,,0.0219,0.0019,-0.0019,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.0,303.0,-303.0,0,1.63,0.48,-0.48,0,1.4,0.25,-0.25,0,,,,,,,,,4.15,0.19,-0.19,0,,,,,,,,,,,,,2019-04-01
K2-16 b,1,1,3,Transit,1,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,7.6188,0.00087,-0.00087,0,0.0667,0.0011,-0.0011,0,2.02,0.24,-0.24,0,,,,,,,,,44.5,5.2,-5.2,0,658.0,19.0,-19.0,0,19.0,6.08,-6.44,0,0.02796,0.00363,-0.00259,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K3 V,4742.0,60.0,-60.0,0,0.66,0.03,-0.03,0,0.68,0.03,-0.03,0,-0.33,0.04,-0.04,0,,,,,4.51,0.1,-0.1,0,,,,,2.0,1.0,-1.0,0,,,,,2016-07-06
EPIC 206024342 b,1,1,3,Transit,1,0,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756,0.00062,-0.0006,0,,,,,1.7,0.59,-0.31,0,,,,,,,,,,,,,,,,,,,,,0.0147,0.0012,-0.001,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.93,0.08,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-03
K2-58 d,1,1,3,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,22.8827,0.004,-0.004,0,0.1517,0.0046,-0.0046,0,1.71,0.25,-0.25,0,,,,,,,,,24.6,7.6,-7.6,0,,,,,,,,,0.018,0.0016,-0.0016,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.0,255.0,-255.0,0,0.86,0.1,-0.1,0,0.89,0.08,-0.08,0,,,,,,,,,4.52,0.07,-0.07,0,,,,,,,,,,,,,2016-07-14
K2-24 c,1,1,2,Transit,1,0,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,42.3391,0.0012,-0.0012,0,,,,,7.5,0.3,-0.3,0,0.04845,0.00598,-0.00566,0,0.07,,,1,,,,,,,,,,,,,,,,,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.0,60.0,-60.0,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.34,0.04,-0.04,0,,,,,4.29,0.05,-0.05,0,,,,,,,,,,,,,2018-12-10
K2-158 c,1,1,2,Transit,1,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.90279,0.00191,-0.00233,0,0.0622,0.0006,-0.0006,0,1.28,0.13,-0.1,0,,,,,,,,,,,,,948.0,13.0,-13.0,0,11.3,2.4,-2.9,0,0.0123,0.0012,-0.0009,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5503.0,51.0,-48.0,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0,0.07,0.07,-0.07,0,,,,,4.45,0.02,-0.02,0,,,,,,,,,,,,,2022-03-28
V1298 Tau e,1,3,4,Transit,1,0,0,<a refstr=FINOCIETY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4627F/abstract target=ref>Finociety et al. 2023</a>,53.5,0.4,-0.4,0,,,,,9.976,,,0,1.01,0.35,-0.26,0,,,,,,,,,,,,,,,,,,,,,<a refstr=FINOCIETY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4627F/abstract target=ref>Finociety et al. 2023</a>,,4941.0,31.0,-16.0,0,1.43,0.03,-0.03,0,1.26,0.06,-0.06,0,,,,,0.039,0.019,-0.02,0,4.23,0.01,-0.01,0,0.013,0.003,-0.003,0,24.9,0.5,-0.5,0,2.91,0.01,-0.01,0,2024-03-25
HIP 41378 e,1,1,5,Transit,1,0,0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,172.0,-177.0,0,0.03686,0.0011,-0.0008,0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0,1.34,0.03,-0.03,0,1.17,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-03
WASP-75 b,1,2,1,Transit,1,0,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.484193,3e-06,-3e-06,0,0.0375,0.0007,-0.0008,0,14.235,0.538,-0.538,0,1.07,0.05,-0.05,0,0.0,,,0,,,,,1710.0,20.0,-20.0,0,,,,,,,,,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,F9,6100.0,100.0,-100.0,0,1.26,0.04,-0.04,0,1.14,0.07,-0.07,0,0.07,0.09,-0.09,0,,,,,4.29,0.02,-0.02,0,3.5,0.5,-0.5,0,4.3,0.8,-0.8,0,,,,,2014-05-14
K2-249 b,1,1,1,Transit,1,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,12.409,0.00337,-0.00284,0,0.1151,0.003,-0.0031,0,2.79,0.27,-0.22,0,,,,,,,,,,,,,1061.0,66.0,-66.0,0,14.5,1.7,-3.6,0,0.0162,0.0014,-0.0011,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6504.0,329.0,-419.0,0,1.57,0.06,-0.06,0,1.32,0.09,-0.12,0,0.04,0.14,-0.16,0,,,,,4.16,0.05,-0.06,0,,,,,,,,,,,,,2022-03-28
HATS-11 b,1,1,1,Transit,1,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.619188,2.8e-05,-2.9e-05,0,0.0507,0.0012,-0.0012,0,18.03,0.72,-0.72,0,,,,,,,,,,,,,1596.0,95.0,-94.0,0,6.92,0.07,-0.17,0,0.1071,0.0007,-0.0005,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6563.0,361.0,-361.0,0,1.54,0.06,-0.06,0,1.33,0.09,-0.09,0,0.03,0.16,-0.16,0,,,,,4.19,0.05,-0.05,0,,,,,,,,,,,,,2018-10-24
K2-261 b,1,1,1,Transit,1,0,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,11.633478,1.7e-05,-1.7e-05,0,0.1034,0.0015,-0.0016,0,9.528,0.392,-0.381,0,0.188,0.025,-0.025,0,0.286,0.064,-0.069,0,180.0,15.0,-10.0,0,1046.0,21.0,-22.0,0,13.53,0.48,-0.44,0,0.05304,0.0011,-0.00074,0,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,5445.0,77.0,-76.0,0,1.64,0.06,-0.06,0,1.09,0.05,-0.05,0,0.36,0.059,-0.059,0,0.328,0.039,-0.041,0,4.04,0.03,-0.03,0,9.3,2.0,-1.6,0,,,,,,,,,2022-02-15
K2-86 b,1,1,1,Transit,1,0,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.77683,0.00098,-0.00098,0,0.077,0.0026,-0.0026,0,1.96,0.27,-0.27,0,,,,,,,,,78.0,24.0,-24.0,0,,,,,,,,,0.0234,0.0016,-0.0016,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5482.0,248.0,-248.0,0,0.76,0.09,-0.09,0,0.79,0.08,-0.08,0,,,,,,,,,4.58,0.07,-0.07,0,,,,,,,,,,,,,2016-07-14
K2-122 b,1,2,1,Transit,1,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.2193023,2e-06,-2e-06,0,0.0373,0.0038,-0.0095,0,1.16,0.1,-0.05,0,,,,,,,,,,,,,769.0,20.0,-37.0,0,13.61,1.35,-3.45,0,0.018,0.0015,-0.0006,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4009.0,47.0,-44.0,0,0.59,0.01,-0.01,0,0.63,0.02,-0.02,0,0.32,0.06,-0.07,0,,,,,4.69,0.01,-0.01,0,,,,,,,,,,,,,2021-09-20
HATS-36 b,1,1,1,Transit,1,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.175186,3.3e-05,-3.3e-05,0,0.0523,0.0006,-0.0006,0,12.92,0.38,-0.38,0,,,,,,,,,,,,,1203.0,25.0,-24.0,0,10.32,0.14,-0.4,0,0.1077,0.001,-0.0006,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5950.0,83.0,-83.0,0,1.1,0.03,-0.03,0,1.1,0.04,-0.04,0,0.15,0.06,-0.06,0,,,,,4.4,0.03,-0.03,0,,,,,,,,,,,,,2018-10-24
K2-368 b,1,1,3,Transit,1,0,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,5.025598,0.000287,-0.000342,0,,,,,1.332,0.107,-0.1,0,,,,,,,,,,,,,,,,,16.2,0.88,-1.3,0,0.0184,0.001,-0.001,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4663.0,138.0,-138.0,0,0.66,0.05,-0.04,0,0.75,0.33,-0.23,0,-0.25,0.235,-0.235,0,,,,,4.67,0.15,-0.15,0,,,,,,,,,,,,,2022-03-16
K2-141 b,1,1,2,Transit,1,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.2803244,1.5e-06,-1.5e-06,0,0.00747,0.0001,-0.0001,0,1.51,0.05,-0.05,0,0.01564,0.0011,-0.00107,0,0.0,,,0,3260.0,370.0,-330.0,0,2103.0,56.0,-56.0,0,,,,,,,,,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4570.0,100.0,-100.0,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,0.0,0.06,-0.06,0,,,,,,,,,6.3,6.6,-4.7,0,,,,,15.17,3.63,-2.36,0,2023-04-17
K2-247 c,1,1,2,Transit,1,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.49424,0.0026,-0.00251,0,0.0615,0.0008,-0.0008,0,2.19,0.25,-0.23,0,,,,,,,,,,,,,688.0,36.0,-35.0,0,18.2,3.9,-4.7,0,0.0292,0.0032,-0.003,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4667.0,305.0,-183.0,0,0.69,0.02,-0.01,0,0.74,0.03,-0.03,0,-0.08,0.22,-0.22,0,,,,,4.63,0.01,-0.02,0,,,,,,,,,,,,,2022-03-28
K2-101 b,1,1,1,Transit,1,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,14.6762429,2.01e-05,-2.03e-05,0,0.1124,0.0095,-0.0239,0,2.0,0.14,-0.07,0,,,,,,,,,,,,,618.0,9.0,-25.0,0,31.82,2.67,-6.79,0,0.024,0.0017,-0.0007,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4927.0,47.0,-46.0,0,0.76,0.01,-0.01,0,0.82,0.02,-0.03,0,0.07,0.07,-0.07,0,,,,,4.59,0.01,-0.02,0,,,,,,,,,,,,,2021-09-20
EPIC 212424622 b,1,1,1,Transit,1,0,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,18.0983,0.006,-0.0058,0,,,,,2.17,0.67,-0.42,0,,,,,,,,,,,,,,,,,,,,,0.0148,0.0013,-0.0011,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,1.11,0.14,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-03
K2-8 b,1,1,2,Transit,1,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,10.35239,0.00086,-0.00086,0,0.0856,0.0014,-0.0014,0,3.58,0.71,-0.71,0,,,,,,,,,37.7,4.4,-4.4,0,631.0,18.0,-18.0,0,14.1,15.0,-3.48,0,0.04457,0.00861,-0.00861,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K3 V,4870.0,60.0,-60.0,0,0.74,0.04,-0.04,0,0.78,0.04,-0.04,0,-0.02,0.04,-0.04,0,,,,,4.52,0.1,-0.1,0,,,,,2.0,,,1,,,,,2016-07-06
HD 106315 b,1,1,2,Transit,1,0,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,9.55237,0.00089,-0.00089,0,0.0907,0.001,-0.001,0,2.44,0.17,-0.17,0,0.03964,0.01007,-0.01007,0,0.093,0.11,-0.068,0,,,,,1153.0,25.0,-25.0,0,15.07,0.7,-0.7,0,0.01728,0.0006,-0.0006,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,F5 V,6327.0,48.0,-48.0,0,1.3,0.06,-0.06,0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0,,,,,4.25,0.04,-0.04,0,4.48,0.96,-0.96,0,12.71,0.4,-0.4,0,,,,,2019-07-19
